Date,Department,Category,Region,Budget Amount,Actual Amount,Payment Method,Transaction ID,Variance,Variance %
2021-09-27 00:00:00,Sales,Training,North,98297,77463,Bank Transfer,TXN109475,-20834,-21.19
2023-01-16 00:00:00,IT,Marketing,East,141364,101577,Bank Transfer,TXN109476,-39787,-28.15
2021-04-14 00:00:00,Finance,Salaries,North,80979,10497,Cash,TXN109477,-70482,-87.04
2023-02-05 00:00:00,Sales,Travel,Central,54362,142048,UPI,TXN109478,87686,161.30
2021-04-05 00:00:00,IT,Utilities,East,12576,155926,Cash,TXN109479,143350,1139.87
2022-12-30 00:00:00,HR,Salaries,East,114582,150979,Card,TXN109480,36397,31.77
2022-04-25 00:00:00,IT,Salaries,Central,10819,37436,Card,TXN109481,26617,246.02
2023-02-19 00:00:00,Sales,Salaries,North,96145,32685,UPI,TXN109482,-63460,-66.00
2021-01-13 00:00:00,HR,Travel,East,82248,127077,Cash,TXN109483,44829,54.50
2022-08-24 00:00:00,Sales,Infrastructure,North,136308,119927,Bank Transfer,TXN109484,-16381,-12.02
2021-04-05 00:00:00,Finance,Training,North,37083,70891,Cash,TXN109485,33808,91.17
2021-10-20 00:00:00,HR,Salaries,North,37565,74495,Card,TXN109486,36930,98.31
2021-01-25 00:00:00,IT,Utilities,East,124265,75095,Cash,TXN109487,-49170,-39.57
2023-07-28 00:00:00,Sales,Utilities,West,15751,23677,Cash,TXN109488,7926,50.32
2023-02-01 00:00:00,Operations,Marketing,South,39285,136398,UPI,TXN109489,97113,247.20
2022-10-16 00:00:00,IT,Infrastructure,Central,81150,60925,Bank Transfer,TXN109490,-20225,-24.92
2023-09-12 00:00:00,IT,Infrastructure,North,47402,118857,Cash,TXN109491,71455,150.74
2022-09-30 00:00:00,HR,Travel,East,96276,121633,Card,TXN109492,25357,26.34
2022-05-06 00:00:00,Marketing,Marketing,Central,95564,138110,Cash,TXN109493,42546,44.52
2022-07-29 00:00:00,IT,Travel,West,144279,143834,Bank Transfer,TXN109494,-445,-0.31
2021-10-21 00:00:00,Sales,Marketing,West,124590,26451,Cash,TXN109495,-98139,-78.77
2023-06-15 00:00:00,Operations,Training,East,12656,20027,Bank Transfer,TXN109496,7371,58.24
2021-02-09 00:00:00,Finance,Infrastructure,North,134564,147220,Cash,TXN109497,12656,9.41
2023-02-15 00:00:00,Operations,Training,West,52772,145580,UPI,TXN109498,92808,175.87
2022-06-04 00:00:00,Sales,Travel,West,36418,150224,Bank Transfer,TXN109499,113806,312.50
2022-06-30 00:00:00,HR,Marketing,West,124915,134050,Cash,TXN109500,9135,7.31
2021-08-24 00:00:00,Sales,Infrastructure,East,112202,102868,Cash,TXN109501,-9334,-8.32
2022-04-08 00:00:00,Marketing,Infrastructure,Central,105645,154384,Cash,TXN109502,48739,46.13
2022-04-28 00:00:00,Marketing,Salaries,South,119787,43999,Cash,TXN109503,-75788,-63.27
2022-03-06 00:00:00,Marketing,Travel,East,42720,121455,Cash,TXN109504,78735,184.30
2023-11-12 00:00:00,IT,Salaries,North,134139,138725,Card,TXN109505,4586,3.42
2021-12-09 00:00:00,HR,Infrastructure,East,47907,53083,UPI,TXN109506,5176,10.80
2023-11-30 00:00:00,Marketing,Travel,East,82103,26897,Card,TXN109507,-55206,-67.24
2021-05-13 00:00:00,Finance,Travel,South,144532,155131,Cash,TXN109508,10599,7.33
2021-12-17 00:00:00,Finance,Training,South,102504,26245,Bank Transfer,TXN109509,-76259,-74.40
2022-05-21 00:00:00,Sales,Utilities,South,45282,164869,Bank Transfer,TXN109510,119587,264.09
2021-03-25 00:00:00,Marketing,Marketing,Central,146576,95248,Card,TXN109511,-51328,-35.02
2023-09-20 00:00:00,IT,Utilities,East,95089,152820,Card,TXN109512,57731,60.71
2023-04-10 00:00:00,Finance,Utilities,North,139976,75849,Card,TXN109513,-64127,-45.81
2023-05-11 00:00:00,Operations,Infrastructure,South,131101,57921,UPI,TXN109514,-73180,-55.82
2021-12-09 00:00:00,HR,Training,South,27048,142634,UPI,TXN109515,115586,427.34
2023-05-16 00:00:00,Operations,Marketing,East,97257,116453,Bank Transfer,TXN109516,19196,19.74
2021-10-20 00:00:00,Finance,Utilities,North,123353,103065,Card,TXN109517,-20288,-16.45
2022-08-21 00:00:00,Finance,Utilities,South,122107,81419,UPI,TXN109518,-40688,-33.32
2022-10-07 00:00:00,Sales,Travel,East,39100,49032,Card,TXN109519,9932,25.40
2022-03-24 00:00:00,Sales,Infrastructure,West,12632,86860,Card,TXN109520,74228,587.62
2022-11-21 00:00:00,Marketing,Utilities,Central,110193,136504,UPI,TXN109521,26311,23.88
2023-09-29 00:00:00,HR,Marketing,East,123298,45888,Cash,TXN109522,-77410,-62.78
2023-05-05 00:00:00,Marketing,Salaries,South,37694,17374,Cash,TXN109523,-20320,-53.91
2022-05-17 00:00:00,Sales,Salaries,North,120814,79164,Card,TXN109524,-41650,-34.47
2023-02-03 00:00:00,IT,Infrastructure,West,27343,141314,Bank Transfer,TXN109525,113971,416.82
2023-01-05 00:00:00,HR,Salaries,North,25406,35959,UPI,TXN109526,10553,41.54
2021-09-07 00:00:00,IT,Travel,North,44775,16594,Cash,TXN109527,-28181,-62.94
2022-08-24 00:00:00,Marketing,Travel,North,72240,112451,UPI,TXN109528,40211,55.66
2021-05-05 00:00:00,Sales,Marketing,East,108408,8764,UPI,TXN109529,-99644,-91.92
2021-04-23 00:00:00,HR,Training,East,44429,65115,Card,TXN109530,20686,46.56
2023-09-08 00:00:00,Marketing,Infrastructure,Central,23170,20409,Cash,TXN109531,-2761,-11.92
2021-05-30 00:00:00,Finance,Infrastructure,West,80954,27386,UPI,TXN109532,-53568,-66.17
2023-05-25 00:00:00,Marketing,Salaries,North,137776,72195,Bank Transfer,TXN109533,-65581,-47.60
2021-12-09 00:00:00,Operations,Utilities,South,16960,31510,Card,TXN109534,14550,85.79
2022-08-03 00:00:00,Finance,Utilities,North,68408,35338,Card,TXN109535,-33070,-48.34
2023-02-22 00:00:00,IT,Training,West,107479,21552,Cash,TXN109536,-85927,-79.95
2021-11-17 00:00:00,Finance,Utilities,North,45783,11124,Card,TXN109537,-34659,-75.70
2023-04-02 00:00:00,Marketing,Training,East,82542,142267,Cash,TXN109538,59725,72.36
2022-06-16 00:00:00,Finance,Marketing,East,93349,98421,UPI,TXN109539,5072,5.43
2022-05-07 00:00:00,Operations,Infrastructure,West,91129,150224,Bank Transfer,TXN109540,59095,64.85
2022-09-04 00:00:00,Marketing,Salaries,Central,26625,145913,Cash,TXN109541,119288,448.03
2021-09-09 00:00:00,Operations,Marketing,North,115390,128844,UPI,TXN109542,13454,11.66
2021-06-22 00:00:00,Finance,Travel,West,134242,84851,UPI,TXN109543,-49391,-36.79
2023-05-25 00:00:00,Operations,Travel,South,93987,16078,UPI,TXN109544,-77909,-82.89
2021-07-20 00:00:00,Finance,Travel,South,101990,46787,Card,TXN109545,-55203,-54.13
2021-08-05 00:00:00,HR,Training,Central,132519,139921,Bank Transfer,TXN109546,7402,5.59
2022-01-11 00:00:00,Finance,Training,East,50106,32682,Bank Transfer,TXN109547,-17424,-34.77
2021-01-11 00:00:00,Sales,Infrastructure,West,106099,59823,Bank Transfer,TXN109548,-46276,-43.62
2023-11-02 00:00:00,Operations,Travel,North,82423,98231,Cash,TXN109549,15808,19.18
2023-06-11 00:00:00,Operations,Training,West,47903,14210,Bank Transfer,TXN109550,-33693,-70.34
2022-03-11 00:00:00,IT,Training,Central,87988,166682,UPI,TXN109551,78694,89.44
2023-03-29 00:00:00,IT,Utilities,West,120258,120721,Card,TXN109552,463,0.39
2023-07-20 00:00:00,Sales,Training,Central,80913,62968,Bank Transfer,TXN109553,-17945,-22.18
2022-11-22 00:00:00,Operations,Travel,Central,45168,38583,UPI,TXN109554,-6585,-14.58
2023-05-05 00:00:00,Operations,Marketing,Central,95078,13788,Bank Transfer,TXN109555,-81290,-85.50
2023-02-23 00:00:00,IT,Travel,West,89792,40686,Cash,TXN109556,-49106,-54.69
2021-11-15 00:00:00,IT,Utilities,South,16902,56755,UPI,TXN109557,39853,235.79
2023-04-24 00:00:00,Finance,Travel,North,90624,42929,Cash,TXN109558,-47695,-52.63
2022-09-13 00:00:00,Marketing,Salaries,Central,82545,140718,Card,TXN109559,58173,70.47
2023-02-24 00:00:00,Operations,Utilities,East,144606,102661,Card,TXN109560,-41945,-29.01
2022-02-01 00:00:00,Operations,Infrastructure,Central,87335,54015,Cash,TXN109561,-33320,-38.15
2023-12-18 00:00:00,Finance,Travel,West,17791,147495,Bank Transfer,TXN109562,129704,729.04
2022-04-05 00:00:00,Operations,Training,Central,19512,116090,Cash,TXN109563,96578,494.97
2021-03-02 00:00:00,Sales,Marketing,East,31720,90481,UPI,TXN109564,58761,185.25
2022-01-04 00:00:00,IT,Travel,South,94756,129147,Cash,TXN109565,34391,36.29
2022-12-20 00:00:00,IT,Marketing,West,52094,9806,Cash,TXN109566,-42288,-81.18
2022-06-30 00:00:00,Marketing,Salaries,West,104209,74411,Card,TXN109567,-29798,-28.59
2023-11-07 00:00:00,IT,Infrastructure,West,99361,164640,UPI,TXN109568,65279,65.70
2022-05-11 00:00:00,HR,Training,East,57373,50516,Card,TXN109569,-6857,-11.95
2022-05-12 00:00:00,Sales,Utilities,West,18381,94273,UPI,TXN109570,75892,412.88
2022-05-20 00:00:00,Sales,Utilities,South,111683,68915,Card,TXN109571,-42768,-38.29
2023-08-27 00:00:00,Finance,Infrastructure,North,136997,114065,Card,TXN109572,-22932,-16.74
2023-12-29 00:00:00,HR,Salaries,North,122333,155372,Bank Transfer,TXN109573,33039,27.01
2021-06-10 00:00:00,Operations,Salaries,Central,30207,63958,Card,TXN109574,33751,111.73
2022-12-19 00:00:00,Marketing,Travel,North,12622,16616,Card,TXN109575,3994,31.64
2023-09-20 00:00:00,Sales,Salaries,East,113823,75136,Bank Transfer,TXN109576,-38687,-33.99
2021-09-26 00:00:00,HR,Travel,North,139575,38207,UPI,TXN109577,-101368,-72.63
2022-11-30 00:00:00,HR,Marketing,East,10913,140412,Bank Transfer,TXN109578,129499,1186.65
2023-05-15 00:00:00,Sales,Infrastructure,East,23055,33205,Cash,TXN109579,10150,44.03
2021-12-16 00:00:00,Finance,Marketing,Central,113533,69573,Bank Transfer,TXN109580,-43960,-38.72
2021-04-20 00:00:00,HR,Marketing,North,31585,124753,Bank Transfer,TXN109581,93168,294.98
2022-02-11 00:00:00,IT,Marketing,Central,104588,106471,Card,TXN109582,1883,1.80
2022-10-12 00:00:00,HR,Marketing,West,88133,69356,Card,TXN109583,-18777,-21.31
2021-02-20 00:00:00,Operations,Utilities,South,141613,81744,Card,TXN109584,-59869,-42.28
2023-12-28 00:00:00,Sales,Salaries,North,113166,140617,UPI,TXN109585,27451,24.26
2022-08-19 00:00:00,Operations,Infrastructure,West,41983,25914,Card,TXN109586,-16069,-38.28
2023-09-06 00:00:00,Finance,Infrastructure,West,34759,11813,Bank Transfer,TXN109587,-22946,-66.01
2023-12-02 00:00:00,Marketing,Training,Central,71353,9497,UPI,TXN109588,-61856,-86.69
2023-01-01 00:00:00,IT,Marketing,Central,69325,139614,Card,TXN109589,70289,101.39
2021-02-26 00:00:00,Sales,Infrastructure,South,31118,120945,UPI,TXN109590,89827,288.67
2023-01-08 00:00:00,HR,Travel,South,89284,90298,Card,TXN109591,1014,1.14
2021-07-15 00:00:00,IT,Infrastructure,South,96609,12435,Cash,TXN109592,-84174,-87.13
2023-12-22 00:00:00,HR,Marketing,South,117752,12302,Bank Transfer,TXN109593,-105450,-89.55
2021-04-22 00:00:00,Finance,Infrastructure,Central,86479,52453,Bank Transfer,TXN109594,-34026,-39.35
2023-02-04 00:00:00,Marketing,Salaries,East,41081,134343,Bank Transfer,TXN109595,93262,227.02
2022-12-12 00:00:00,Sales,Marketing,Central,129502,115341,Cash,TXN109596,-14161,-10.93
2023-08-06 00:00:00,Finance,Utilities,East,46548,142924,Bank Transfer,TXN109597,96376,207.05
2021-01-26 00:00:00,Finance,Salaries,Central,84010,127509,Bank Transfer,TXN109598,43499,51.78
2022-02-14 00:00:00,Marketing,Infrastructure,Central,128288,106977,UPI,TXN109599,-21311,-16.61
2023-01-28 00:00:00,Finance,Utilities,South,40888,109824,UPI,TXN109600,68936,168.60
2022-06-15 00:00:00,Finance,Training,East,41608,84767,Card,TXN109601,43159,103.73
2023-01-19 00:00:00,HR,Salaries,West,19401,10057,Bank Transfer,TXN109602,-9344,-48.16
2021-09-03 00:00:00,Operations,Training,West,65417,69789,Card,TXN109603,4372,6.68
2022-10-24 00:00:00,HR,Travel,West,75976,71208,UPI,TXN109604,-4768,-6.28
2023-06-28 00:00:00,Marketing,Salaries,South,62959,118454,Cash,TXN109605,55495,88.14
2022-01-31 00:00:00,IT,Utilities,West,55694,36888,UPI,TXN109606,-18806,-33.77
2022-06-06 00:00:00,Marketing,Training,Central,59625,112451,Card,TXN109607,52826,88.60
2023-07-15 00:00:00,Marketing,Travel,South,115593,153044,Cash,TXN109608,37451,32.40
2021-09-21 00:00:00,Marketing,Training,West,126545,106172,Cash,TXN109609,-20373,-16.10
2023-03-01 00:00:00,Marketing,Infrastructure,South,29163,99836,Cash,TXN109610,70673,242.34
2021-06-21 00:00:00,Finance,Marketing,Central,15036,108957,Card,TXN109611,93921,624.64
2021-09-22 00:00:00,Marketing,Training,South,137635,70027,Cash,TXN109612,-67608,-49.12
2023-11-16 00:00:00,IT,Infrastructure,West,137267,146328,UPI,TXN109613,9061,6.60
2022-04-21 00:00:00,Marketing,Marketing,South,107193,39541,UPI,TXN109614,-67652,-63.11
2021-12-22 00:00:00,HR,Marketing,North,134426,66173,Card,TXN109615,-68253,-50.77
2023-11-16 00:00:00,Finance,Utilities,West,87083,137298,UPI,TXN109616,50215,57.66
2021-02-03 00:00:00,HR,Travel,Central,48011,68929,Card,TXN109617,20918,43.57
2021-09-21 00:00:00,Finance,Travel,East,98953,80285,Card,TXN109618,-18668,-18.87
2023-03-27 00:00:00,HR,Salaries,South,112646,117880,Cash,TXN109619,5234,4.65
2023-05-25 00:00:00,Sales,Infrastructure,South,47822,111410,Card,TXN109620,63588,132.97
2023-01-24 00:00:00,Operations,Utilities,West,128026,162882,UPI,TXN109621,34856,27.23
2022-07-20 00:00:00,Operations,Training,West,66909,25686,Card,TXN109622,-41223,-61.61
2022-04-07 00:00:00,Finance,Infrastructure,North,52786,80269,Cash,TXN109623,27483,52.06
2022-10-17 00:00:00,Sales,Training,Central,139918,78341,Card,TXN109624,-61577,-44.01
2021-03-22 00:00:00,IT,Training,South,37932,22661,Cash,TXN109625,-15271,-40.26
2023-01-27 00:00:00,Sales,Training,South,104187,18152,Cash,TXN109626,-86035,-82.58
2023-05-20 00:00:00,Finance,Salaries,East,63371,91620,Cash,TXN109627,28249,44.58
2023-12-06 00:00:00,Sales,Salaries,South,71155,130374,Card,TXN109628,59219,83.23
2022-08-22 00:00:00,IT,Utilities,South,16415,35596,Card,TXN109629,19181,116.85
2023-03-18 00:00:00,Finance,Salaries,North,110198,102217,Bank Transfer,TXN109630,-7981,-7.24
2023-12-13 00:00:00,Operations,Utilities,East,48227,67766,Bank Transfer,TXN109631,19539,40.51
2023-09-11 00:00:00,Marketing,Salaries,South,72098,123333,Bank Transfer,TXN109632,51235,71.06
2022-12-05 00:00:00,Sales,Travel,South,128489,15619,Cash,TXN109633,-112870,-87.84
2022-04-21 00:00:00,Operations,Utilities,Central,61807,42759,UPI,TXN109634,-19048,-30.82
2022-08-15 00:00:00,Operations,Travel,South,144590,37805,Bank Transfer,TXN109635,-106785,-73.85
2021-01-16 00:00:00,HR,Travel,North,31460,23791,Card,TXN109636,-7669,-24.38
2022-05-02 00:00:00,IT,Utilities,South,52440,93292,Cash,TXN109637,40852,77.90
2022-12-07 00:00:00,Marketing,Infrastructure,South,74042,12747,Cash,TXN109638,-61295,-82.78
2022-09-12 00:00:00,Sales,Marketing,West,74624,125829,Card,TXN109639,51205,68.62
2023-10-16 00:00:00,Operations,Salaries,South,39396,39636,Bank Transfer,TXN109640,240,0.61
2023-02-16 00:00:00,Operations,Training,East,125333,61471,Bank Transfer,TXN109641,-63862,-50.95
2022-03-23 00:00:00,IT,Salaries,West,134429,153631,UPI,TXN109642,19202,14.28
2021-10-17 00:00:00,Marketing,Training,East,89935,157210,Card,TXN109643,67275,74.80
2021-07-28 00:00:00,Marketing,Infrastructure,East,11698,8750,Card,TXN109644,-2948,-25.20
2022-02-17 00:00:00,Operations,Marketing,North,132625,39350,Bank Transfer,TXN109645,-93275,-70.33
2022-11-08 00:00:00,Operations,Infrastructure,South,46194,41610,UPI,TXN109646,-4584,-9.92
2022-10-26 00:00:00,Operations,Marketing,East,54664,104469,UPI,TXN109647,49805,91.11
2021-10-17 00:00:00,Operations,Utilities,South,21416,158870,Card,TXN109648,137454,641.83
2021-05-31 00:00:00,HR,Utilities,South,55384,65110,Bank Transfer,TXN109649,9726,17.56
2023-05-05 00:00:00,HR,Training,North,80110,26687,Card,TXN109650,-53423,-66.69
2022-08-31 00:00:00,Marketing,Travel,North,108694,133594,Bank Transfer,TXN109651,24900,22.91
2022-01-05 00:00:00,Finance,Travel,East,27665,58657,Card,TXN109652,30992,112.03
2022-12-06 00:00:00,Sales,Training,East,110026,156883,Cash,TXN109653,46857,42.59
2023-04-06 00:00:00,IT,Utilities,West,27341,159310,Cash,TXN109654,131969,482.68
2023-10-02 00:00:00,Finance,Training,South,59914,54108,UPI,TXN109655,-5806,-9.69
2022-01-12 00:00:00,HR,Travel,South,81132,166390,Cash,TXN109656,85258,105.09
2023-08-31 00:00:00,HR,Training,North,15949,12071,Card,TXN109657,-3878,-24.32
2021-04-28 00:00:00,HR,Utilities,North,56784,75910,Bank Transfer,TXN109658,19126,33.68
2023-10-26 00:00:00,Finance,Infrastructure,East,16621,86901,Bank Transfer,TXN109659,70280,422.84
2022-03-20 00:00:00,HR,Salaries,West,71037,67808,Bank Transfer,TXN109660,-3229,-4.55
2023-01-25 00:00:00,Finance,Utilities,West,15514,60957,Cash,TXN109661,45443,292.92
2022-10-02 00:00:00,HR,Training,North,49983,126623,Cash,TXN109662,76640,153.33
2021-05-04 00:00:00,Operations,Utilities,North,38656,54077,Bank Transfer,TXN109663,15421,39.89
2022-10-20 00:00:00,Operations,Utilities,West,103621,19812,Card,TXN109664,-83809,-80.88
2023-04-02 00:00:00,Sales,Travel,West,98538,125964,Card,TXN109665,27426,27.83
2022-10-26 00:00:00,HR,Training,East,148825,101062,UPI,TXN109666,-47763,-32.09
2021-12-26 00:00:00,Sales,Travel,West,149813,29558,Bank Transfer,TXN109667,-120255,-80.27
2022-09-15 00:00:00,Finance,Training,South,77541,141342,Bank Transfer,TXN109668,63801,82.28
2023-12-17 00:00:00,Sales,Travel,West,37141,83883,Card,TXN109669,46742,125.85
2023-07-08 00:00:00,HR,Travel,Central,100222,25067,Bank Transfer,TXN109670,-75155,-74.99
2022-03-28 00:00:00,Finance,Infrastructure,West,11823,91963,UPI,TXN109671,80140,677.83
2021-04-30 00:00:00,Finance,Utilities,North,30005,58684,Card,TXN109672,28679,95.58
2022-08-05 00:00:00,Operations,Infrastructure,North,142210,76613,Card,TXN109673,-65597,-46.13
2021-04-09 00:00:00,Finance,Travel,Central,59875,106810,Cash,TXN109674,46935,78.39
2022-05-29 00:00:00,Finance,Infrastructure,South,143484,66538,UPI,TXN109675,-76946,-53.63
2022-10-26 00:00:00,Sales,Utilities,West,89331,151552,Cash,TXN109676,62221,69.65
2022-02-05 00:00:00,Marketing,Utilities,West,109070,76339,UPI,TXN109677,-32731,-30.01
2021-12-31 00:00:00,Finance,Travel,Central,23119,78835,Cash,TXN109678,55716,241.00
2022-08-04 00:00:00,IT,Utilities,East,21573,155164,Bank Transfer,TXN109679,133591,619.25
2022-09-13 00:00:00,Marketing,Infrastructure,East,118656,102717,Card,TXN109680,-15939,-13.43
2023-04-08 00:00:00,Operations,Marketing,South,85021,12662,Bank Transfer,TXN109681,-72359,-85.11
2021-09-04 00:00:00,Operations,Utilities,West,14017,41737,Bank Transfer,TXN109682,27720,197.76
2022-03-10 00:00:00,Finance,Infrastructure,West,122082,38545,UPI,TXN109683,-83537,-68.43
2022-09-07 00:00:00,Sales,Infrastructure,West,32781,139333,UPI,TXN109684,106552,325.04
2023-08-01 00:00:00,Marketing,Infrastructure,North,110155,105078,UPI,TXN109685,-5077,-4.61
2023-08-21 00:00:00,Operations,Utilities,East,147982,55976,Bank Transfer,TXN109686,-92006,-62.17
2022-09-16 00:00:00,Operations,Marketing,Central,13871,93879,Card,TXN109687,80008,576.80
2021-11-17 00:00:00,IT,Travel,North,24627,153983,Cash,TXN109688,129356,525.26
2023-05-06 00:00:00,Finance,Travel,North,38586,53308,UPI,TXN109689,14722,38.15
2021-03-03 00:00:00,Marketing,Utilities,East,84950,124227,Card,TXN109690,39277,46.24
2021-10-27 00:00:00,Operations,Utilities,West,72126,120258,Card,TXN109691,48132,66.73
2022-02-07 00:00:00,Operations,Salaries,South,64029,42574,UPI,TXN109692,-21455,-33.51
2023-08-13 00:00:00,Operations,Training,Central,114665,137383,Bank Transfer,TXN109693,22718,19.81
2021-09-10 00:00:00,Operations,Marketing,East,57733,53123,Bank Transfer,TXN109694,-4610,-7.99
2022-04-23 00:00:00,Sales,Infrastructure,South,30300,35050,Cash,TXN109695,4750,15.68
2021-06-09 00:00:00,HR,Training,East,18828,22160,Card,TXN109696,3332,17.70
2023-08-19 00:00:00,IT,Infrastructure,East,123747,93607,Cash,TXN109697,-30140,-24.36
2021-07-24 00:00:00,Sales,Training,East,147914,72577,Bank Transfer,TXN109698,-75337,-50.93
2023-05-08 00:00:00,IT,Travel,East,118872,45558,Bank Transfer,TXN109699,-73314,-61.67
2023-01-30 00:00:00,Operations,Training,West,124402,119788,Cash,TXN109700,-4614,-3.71
2022-12-22 00:00:00,IT,Utilities,North,41430,90720,Cash,TXN109701,49290,118.97
2023-11-07 00:00:00,Finance,Marketing,East,127208,19467,Card,TXN109702,-107741,-84.70
2021-03-09 00:00:00,Finance,Travel,South,94445,102362,Cash,TXN109703,7917,8.38
2021-05-13 00:00:00,HR,Training,South,39930,85322,Cash,TXN109704,45392,113.68
2023-07-08 00:00:00,HR,Marketing,South,129705,100969,Card,TXN109705,-28736,-22.15
2022-03-06 00:00:00,IT,Utilities,North,33221,91405,Bank Transfer,TXN109706,58184,175.14
2021-11-04 00:00:00,Sales,Infrastructure,North,10259,61325,Card,TXN109707,51066,497.77
2022-10-12 00:00:00,Sales,Salaries,South,34192,128935,Bank Transfer,TXN109708,94743,277.09
2022-02-16 00:00:00,Operations,Marketing,West,116561,71765,Bank Transfer,TXN109709,-44796,-38.43
2021-04-07 00:00:00,Sales,Infrastructure,North,25733,89544,Cash,TXN109710,63811,247.97
2023-11-17 00:00:00,HR,Marketing,North,127466,127502,UPI,TXN109711,36,0.03
2023-12-20 00:00:00,Sales,Marketing,West,58948,22048,Cash,TXN109712,-36900,-62.60
2021-07-21 00:00:00,Operations,Marketing,East,100771,36728,UPI,TXN109713,-64043,-63.55
2023-02-01 00:00:00,Finance,Utilities,North,121491,114834,UPI,TXN109714,-6657,-5.48
2023-05-24 00:00:00,Sales,Travel,South,96919,147038,Cash,TXN109715,50119,51.71
2022-08-04 00:00:00,Sales,Marketing,South,103653,82001,Cash,TXN109716,-21652,-20.89
2022-01-05 00:00:00,HR,Utilities,West,125048,113355,Cash,TXN109717,-11693,-9.35
2022-06-17 00:00:00,IT,Salaries,South,146786,97767,UPI,TXN109718,-49019,-33.39
2023-06-18 00:00:00,Finance,Travel,Central,16043,28345,Bank Transfer,TXN109719,12302,76.68
2022-08-30 00:00:00,IT,Utilities,South,134953,132772,UPI,TXN109720,-2181,-1.62
2023-05-23 00:00:00,Operations,Salaries,West,104045,12528,Card,TXN109721,-91517,-87.96
2023-02-09 00:00:00,Operations,Travel,West,46528,16064,Cash,TXN109722,-30464,-65.47
2023-04-14 00:00:00,IT,Utilities,West,39784,63905,UPI,TXN109723,24121,60.63
2023-09-26 00:00:00,HR,Salaries,Central,83904,68757,UPI,TXN109724,-15147,-18.05
2023-07-27 00:00:00,Marketing,Utilities,North,63192,105964,Bank Transfer,TXN109725,42772,67.69
2021-08-24 00:00:00,HR,Salaries,East,16170,75757,Cash,TXN109726,59587,368.50
2021-06-11 00:00:00,Marketing,Marketing,South,50896,149011,Card,TXN109727,98115,192.78
2022-07-08 00:00:00,Marketing,Marketing,North,115287,117762,Bank Transfer,TXN109728,2475,2.15
2023-02-27 00:00:00,HR,Travel,West,104782,38472,UPI,TXN109729,-66310,-63.28
2023-12-28 00:00:00,Marketing,Salaries,North,95919,113425,UPI,TXN109730,17506,18.25
2022-07-13 00:00:00,Marketing,Marketing,North,54007,14415,Card,TXN109731,-39592,-73.31
2021-09-18 00:00:00,Marketing,Travel,Central,70849,101490,UPI,TXN109732,30641,43.25
2021-08-05 00:00:00,Finance,Infrastructure,West,122917,20595,UPI,TXN109733,-102322,-83.24
2023-03-16 00:00:00,Operations,Marketing,West,123638,62920,Cash,TXN109734,-60718,-49.11
2021-07-20 00:00:00,Marketing,Marketing,South,54610,108946,Bank Transfer,TXN109735,54336,99.50
2022-02-06 00:00:00,Operations,Training,South,109565,9140,Card,TXN109736,-100425,-91.66
2021-10-02 00:00:00,Operations,Utilities,South,80818,54981,Cash,TXN109737,-25837,-31.97
2021-07-25 00:00:00,Finance,Infrastructure,South,29270,128836,Cash,TXN109738,99566,340.16
2023-11-30 00:00:00,Operations,Salaries,North,34354,22253,Bank Transfer,TXN109739,-12101,-35.22
2023-05-17 00:00:00,IT,Travel,North,91519,13745,Cash,TXN109740,-77774,-84.98
2021-04-03 00:00:00,Sales,Infrastructure,South,48639,124473,UPI,TXN109741,75834,155.91
2023-12-02 00:00:00,Finance,Salaries,South,113064,81128,Card,TXN109742,-31936,-28.25
2022-01-14 00:00:00,Sales,Marketing,South,110284,70389,Cash,TXN109743,-39895,-36.17
2021-03-06 00:00:00,IT,Training,East,98523,27999,Card,TXN109744,-70524,-71.58
2021-12-31 00:00:00,HR,Travel,South,55832,69236,Card,TXN109745,13404,24.01
2023-04-01 00:00:00,HR,Travel,East,95557,98182,Card,TXN109746,2625,2.75
2023-11-14 00:00:00,Marketing,Infrastructure,South,99220,81467,UPI,TXN109747,-17753,-17.89
2022-06-24 00:00:00,HR,Utilities,West,66316,53085,Card,TXN109748,-13231,-19.95
2023-12-22 00:00:00,Finance,Salaries,Central,35790,121919,Bank Transfer,TXN109749,86129,240.65
2022-05-06 00:00:00,HR,Training,North,76683,152030,Card,TXN109750,75347,98.26
2021-08-17 00:00:00,Finance,Training,West,15550,25928,UPI,TXN109751,10378,66.74
2023-11-10 00:00:00,Finance,Infrastructure,Central,33769,127777,UPI,TXN109752,94008,278.39
2021-01-03 00:00:00,Sales,Utilities,East,110754,163556,Bank Transfer,TXN109753,52802,47.68
2023-06-30 00:00:00,HR,Utilities,North,148210,132059,Bank Transfer,TXN109754,-16151,-10.90
2021-11-03 00:00:00,Operations,Utilities,East,114661,152365,UPI,TXN109755,37704,32.88
2022-03-08 00:00:00,HR,Travel,East,84601,129045,UPI,TXN109756,44444,52.53
2021-05-16 00:00:00,HR,Salaries,North,84101,51412,Bank Transfer,TXN109757,-32689,-38.87
2022-05-30 00:00:00,HR,Salaries,Central,11194,127396,UPI,TXN109758,116202,1038.07
2021-07-12 00:00:00,Marketing,Infrastructure,North,39533,113481,Cash,TXN109759,73948,187.05
2023-05-23 00:00:00,Operations,Marketing,South,95401,63119,Card,TXN109760,-32282,-33.84
2022-10-28 00:00:00,Operations,Infrastructure,East,146687,19543,UPI,TXN109761,-127144,-86.68
